id
>othe_000000001 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=55118; species_name=Sardinops melanostictus; best_match={'db_elas02_fish_addhuman_clean_uniq': 'AB032554'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 41697}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'species'}; scientific_name=Sardinops melanostictus; match_count={'db_elas02_fish_addhuman_clean_uniq': 1}; rank=species; taxid=41697; species=41697; order_name=Clupeiformes; best_identity={'db_elas02_fish_addhuman_clean_uniq': 1.0}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Sardinops melanostictus'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Sardinops melanostictus']}; genus_name=Sardinops; family_name=Clupeidae; genus=28380; order=32446; 
">othe_000165294 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'EU136157'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 9347}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'clade'}; scientific_name=Eutheria; match_count={'db_elas02_fish_addhuman_clean_uniq': 2}; rank=clade; taxid=9347; species=None; order_name=None; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.930635838150289}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Eutheria'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Elephantulus fuscipes', 'Pan paniscus']}; genus_name=None; family_name=None; genus=None; order=None; "
">othe_000165323 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=9604; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'GU189657'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 207598}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'subfamily'}; scientific_name=Homininae; match_count={'db_elas02_fish_addhuman_clean_uniq': 140}; rank=subfamily; taxid=207598; species=None; order_name=Primates; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.935672514619883}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Homininae'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Gorilla beringei', 'Gorilla gorilla', 'Pan paniscus', 'Pan troglodytes']}; genus_name=None; family_name=Hominidae; genus=None; order=9443; "
">othe_000165335 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'EU136157'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 9347}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'clade'}; scientific_name=Eutheria; match_count={'db_elas02_fish_addhuman_clean_uniq': 2}; rank=clade; taxid=9347; species=None; order_name=None; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.930635838150289}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Eutheria'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Elephantulus fuscipes', 'Pan paniscus']}; genus_name=None; family_name=None; genus=None; order=None; "
">othe_000165429 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'EU136157'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 9347}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'clade'}; scientific_name=Eutheria; match_count={'db_elas02_fish_addhuman_clean_uniq': 2}; rank=clade; taxid=9347; species=None; order_name=None; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9252873563218391}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Eutheria'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Elephantulus fuscipes', 'Pan paniscus']}; genus_name=None; family_name=None; genus=None; order=None; "
>othe_000165568 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=86367; species_name=Taeniura meyeni; best_match={'db_elas02_fish_addhuman_clean_uniq': 'AF448025'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 651724}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'species'}; scientific_name=Taeniura meyeni; match_count={'db_elas02_fish_addhuman_clean_uniq': 1}; rank=species; taxid=651724; species=651724; order_name=Myliobatiformes; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9779005524861878}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Taeniura meyeni'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Taeniura meyeni']}; genus_name=Taeniura; family_name=Potamotrygonidae; genus=86376; order=117851; 
>othe_000165630 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'GU130669'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 7776}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'clade'}; scientific_name=Gnathostomata; match_count={'db_elas02_fish_addhuman_clean_uniq': 11731}; rank=clade; taxid=7776; species=None; order_name=None; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.6161616161616161}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Gnathostomata'}; species_list={'db_elas02_fish_addhuman_clean_uniq': []}; genus_name=None; family_name=None; genus=None; order=None; 
">othe_000165668 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=9005; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'AB086102'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 9072}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'subfamily'}; scientific_name=Phasianinae; match_count={'db_elas02_fish_addhuman_clean_uniq': 13}; rank=subfamily; taxid=9072; species=None; order_name=Galliformes; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9558011049723757}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Phasianinae'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Gallus varius', 'Gallus gallus']}; genus_name=None; family_name=Phasianidae; genus=None; order=8976; "
">othe_000165717 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=29146; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'KU244262'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 75027}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'genus'}; scientific_name=Naso; match_count={'db_elas02_fish_addhuman_clean_uniq': 2}; rank=genus; taxid=75027; species=None; order_name=Acanthuriformes; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9882352941176471}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Naso'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Naso hexacanthus', 'Naso elegans']}; genus_name=Naso; family_name=Acanthuridae; genus=75027; order=1489937; "
>othe_000165796 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=9604; species_name=Pongo abelii; best_match={'db_elas02_fish_addhuman_clean_uniq': 'AC206041'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 9601}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'species'}; scientific_name=Pongo abelii; match_count={'db_elas02_fish_addhuman_clean_uniq': 1}; rank=species; taxid=9601; species=9601; order_name=Primates; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9401197604790419}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Pongo abelii'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Pongo abelii']}; genus_name=Pongo; family_name=Hominidae; genus=9599; order=9443; 
">othe_000165987 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=9604; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'GU189657'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 207598}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'subfamily'}; scientific_name=Homininae; match_count={'db_elas02_fish_addhuman_clean_uniq': 136}; rank=subfamily; taxid=207598; species=None; order_name=Primates; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9415204678362573}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Homininae'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Gorilla beringei', 'Pan paniscus', 'Pan troglodytes']}; genus_name=None; family_name=Hominidae; genus=None; order=9443; "
>othe_000166174 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'GU130607'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 7776}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'clade'}; scientific_name=Gnathostomata; match_count={'db_elas02_fish_addhuman_clean_uniq': 10223}; rank=clade; taxid=7776; species=None; order_name=None; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.6268656716417911}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Gnathostomata'}; species_list={'db_elas02_fish_addhuman_clean_uniq': []}; genus_name=None; family_name=None; genus=None; order=None; 
>othe_000166201 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'MG909668'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 7776}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'clade'}; scientific_name=Gnathostomata; match_count={'db_elas02_fish_addhuman_clean_uniq': 14997}; rank=clade; taxid=7776; species=None; order_name=None; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.6205128205128205}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Gnathostomata'}; species_list={'db_elas02_fish_addhuman_clean_uniq': []}; genus_name=None; family_name=None; genus=None; order=None; 
>othe_000166285 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=28735; species_name=Elephantulus fuscipes; best_match={'db_elas02_fish_addhuman_clean_uniq': 'EU136157'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 483426}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'species'}; scientific_name=Elephantulus fuscipes; match_count={'db_elas02_fish_addhuman_clean_uniq': 1}; rank=species; taxid=483426; species=483426; order_name=Macroscelidea; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9364161849710982}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Elephantulus fuscipes'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Elephantulus fuscipes']}; genus_name=Elephantulus; family_name=Macroscelididae; genus=28736; order=28734; 
">othe_000166296 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'KF840390'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 117851}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'order'}; scientific_name=Myliobatiformes; match_count={'db_elas02_fish_addhuman_clean_uniq': 8}; rank=order; taxid=117851; species=None; order_name=Myliobatiformes; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9171270718232044}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Myliobatiformes'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Himantura microphthalma', 'Bathytoshia lata', 'Hemitrygon akajei', 'Pteroplatytrygon violacea', 'Taeniura meyeni', 'Rhinoptera bonasus']}; genus_name=None; family_name=None; genus=None; order=117851; "
">othe_000166342 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'EU136157'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 9347}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'clade'}; scientific_name=Eutheria; match_count={'db_elas02_fish_addhuman_clean_uniq': 2}; rank=clade; taxid=9347; species=None; order_name=None; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9302325581395349}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Eutheria'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Elephantulus fuscipes', 'Pan paniscus']}; genus_name=None; family_name=None; genus=None; order=None; "
">othe_000166380 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=29146; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'KU244261'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 75027}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'genus'}; scientific_name=Naso; match_count={'db_elas02_fish_addhuman_clean_uniq': 5}; rank=genus; taxid=75027; species=None; order_name=Acanthuriformes; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9705882352941176}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Naso'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Naso elegans', 'Naso lituratus', 'Naso hexacanthus']}; genus_name=Naso; family_name=Acanthuridae; genus=75027; order=1489937; "
>othe_000166381 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'GQ469232'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 7776}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'clade'}; scientific_name=Gnathostomata; match_count={'db_elas02_fish_addhuman_clean_uniq': 13654}; rank=clade; taxid=7776; species=None; order_name=None; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.5714285714285714}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Gnathostomata'}; species_list={'db_elas02_fish_addhuman_clean_uniq': []}; genus_name=None; family_name=None; genus=None; order=None; 
>othe_000166666 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=9604; species_name=Pan troglodytes; best_match={'db_elas02_fish_addhuman_clean_uniq': 'AC197159'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 9598}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'species'}; scientific_name=Pan troglodytes; match_count={'db_elas02_fish_addhuman_clean_uniq': 1}; rank=species; taxid=9598; species=9598; order_name=Primates; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.8622754491017964}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Pan troglodytes'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Pan troglodytes']}; genus_name=Pan; family_name=Hominidae; genus=9596; order=9443; 
>othe_000166724 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=86367; species_name=Taeniura meyeni; best_match={'db_elas02_fish_addhuman_clean_uniq': 'AF448025'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 651724}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'species'}; scientific_name=Taeniura meyeni; match_count={'db_elas02_fish_addhuman_clean_uniq': 1}; rank=species; taxid=651724; species=651724; order_name=Myliobatiformes; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9779005524861878}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Taeniura meyeni'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Taeniura meyeni']}; genus_name=Taeniura; family_name=Potamotrygonidae; genus=86376; order=117851; 
>othe_000166774 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'AP006775'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 7776}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'clade'}; scientific_name=Gnathostomata; match_count={'db_elas02_fish_addhuman_clean_uniq': 11101}; rank=clade; taxid=7776; species=None; order_name=None; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.63}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Gnathostomata'}; species_list={'db_elas02_fish_addhuman_clean_uniq': []}; genus_name=None; family_name=None; genus=None; order=None; 
>othe_000166837 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=9681; species_name=Felis catus; best_match={'db_elas02_fish_addhuman_clean_uniq': 'U20754'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 9685}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'species'}; scientific_name=Felis catus; match_count={'db_elas02_fish_addhuman_clean_uniq': 1}; rank=species; taxid=9685; species=9685; order_name=Carnivora; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9825581395348837}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Felis catus'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Felis catus']}; genus_name=Felis; family_name=Felidae; genus=9682; order=33554; 
>othe_000166920 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'AP004412'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 123368}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'clade'}; scientific_name=Acanthomorphata; match_count={'db_elas02_fish_addhuman_clean_uniq': 39}; rank=clade; taxid=123368; species=None; order_name=None; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.8265895953757225}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Acanthomorphata'}; species_list={'db_elas02_fish_addhuman_clean_uniq': []}; genus_name=None; family_name=None; genus=None; order=None; 
>othe_000167096 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=28735; species_name=Elephantulus fuscipes; best_match={'db_elas02_fish_addhuman_clean_uniq': 'EU136157'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 483426}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'species'}; scientific_name=Elephantulus fuscipes; match_count={'db_elas02_fish_addhuman_clean_uniq': 1}; rank=species; taxid=483426; species=483426; order_name=Macroscelidea; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9310344827586207}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Elephantulus fuscipes'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Elephantulus fuscipes']}; genus_name=Elephantulus; family_name=Macroscelididae; genus=28736; order=28734; 
>othe_000167123 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=9527; species_name=Macaca mulatta; best_match={'db_elas02_fish_addhuman_clean_uniq': 'AC196864'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 9544}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'species'}; scientific_name=Macaca mulatta; match_count={'db_elas02_fish_addhuman_clean_uniq': 1}; rank=species; taxid=9544; species=9544; order_name=Primates; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9050632911392406}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Macaca mulatta'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Macaca mulatta']}; genus_name=Macaca; family_name=Cercopithecidae; genus=9539; order=9443; 
>othe_000167217 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'KT921282'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 7776}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'clade'}; scientific_name=Gnathostomata; match_count={'db_elas02_fish_addhuman_clean_uniq': 9928}; rank=clade; taxid=7776; species=None; order_name=None; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.6282722513089005}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Gnathostomata'}; species_list={'db_elas02_fish_addhuman_clean_uniq': []}; genus_name=None; family_name=None; genus=None; order=None; 
">othe_000167360 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=8157; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'KF841444'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 58219}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'genus'}; scientific_name=Decapterus; match_count={'db_elas02_fish_addhuman_clean_uniq': 2}; rank=genus; taxid=58219; species=None; order_name=Carangiformes; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9644970414201184}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Decapterus'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Decapterus macrosoma', 'Decapterus macarellus']}; genus_name=Decapterus; family_name=Carangidae; genus=58219; order=1489907; "
>othe_000167495 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=76914; species_name=Cirrhitichthys aprinus; best_match={'db_elas02_fish_addhuman_clean_uniq': 'AP006011'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 215370}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'species'}; scientific_name=Cirrhitichthys aprinus; match_count={'db_elas02_fish_addhuman_clean_uniq': 1}; rank=species; taxid=215370; species=215370; order_name=Centrarchiformes; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.861878453038674}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Cirrhitichthys aprinus'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Cirrhitichthys aprinus']}; genus_name=Cirrhitichthys; family_name=Cirrhitidae; genus=215369; order=1489940; 
">othe_000167571 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=8015; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'AF133701'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 504568}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'subfamily'}; scientific_name=Salmoninae; match_count={'db_elas02_fish_addhuman_clean_uniq': 14}; rank=subfamily; taxid=504568; species=None; order_name=Salmoniformes; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9705882352941176}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Salmoninae'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Salmo trutta', 'Salvelinus leucomaenis', 'Salmo obtusirostris', 'Salvelinus alpinus', 'Parahucho perryi', 'Salmo labrax', 'Salmo salar']}; genus_name=None; family_name=Salmonidae; genus=None; order=8006; "
">othe_000167684 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'EU136157'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 9347}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'clade'}; scientific_name=Eutheria; match_count={'db_elas02_fish_addhuman_clean_uniq': 13}; rank=clade; taxid=9347; species=None; order_name=None; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9190751445086706}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Eutheria'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Elephantulus fuscipes', 'Pan paniscus', 'Pan troglodytes']}; genus_name=None; family_name=None; genus=None; order=None; "
>othe_000167720 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'AB282856'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 7776}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'clade'}; scientific_name=Gnathostomata; match_count={'db_elas02_fish_addhuman_clean_uniq': 12473}; rank=clade; taxid=7776; species=None; order_name=None; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.6174863387978142}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Gnathostomata'}; species_list={'db_elas02_fish_addhuman_clean_uniq': []}; genus_name=None; family_name=None; genus=None; order=None; 
">othe_000167729 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=8015; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'AF133701'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 504568}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'subfamily'}; scientific_name=Salmoninae; match_count={'db_elas02_fish_addhuman_clean_uniq': 6}; rank=subfamily; taxid=504568; species=None; order_name=Salmoniformes; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9823529411764705}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Salmoninae'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Salvelinus leucomaenis', 'Salmo labrax', 'Salmo salar']}; genus_name=None; family_name=Salmonidae; genus=None; order=8006; "
>othe_000167762 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=28735; species_name=Elephantulus fuscipes; best_match={'db_elas02_fish_addhuman_clean_uniq': 'EU136157'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 483426}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'species'}; scientific_name=Elephantulus fuscipes; match_count={'db_elas02_fish_addhuman_clean_uniq': 1}; rank=species; taxid=483426; species=483426; order_name=Macroscelidea; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.9364161849710982}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Elephantulus fuscipes'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Elephantulus fuscipes']}; genus_name=Elephantulus; family_name=Macroscelididae; genus=28736; order=28734; 
>othe_000167791 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'AY513126'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 7776}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'clade'}; scientific_name=Gnathostomata; match_count={'db_elas02_fish_addhuman_clean_uniq': 6772}; rank=clade; taxid=7776; species=None; order_name=None; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.6268656716417911}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Gnathostomata'}; species_list={'db_elas02_fish_addhuman_clean_uniq': []}; genus_name=None; family_name=None; genus=None; order=None; 
">othe_000167863 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=9604; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'HM068587'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 9596}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'genus'}; scientific_name=Pan; match_count={'db_elas02_fish_addhuman_clean_uniq': 134}; rank=genus; taxid=9596; species=None; order_name=Primates; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.936046511627907}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Pan'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Pan paniscus', 'Pan troglodytes']}; genus_name=Pan; family_name=Hominidae; genus=9596; order=9443; "
">othe_000167912 count=1; id_status={'db_elas02_fish_addhuman_clean_uniq': True}; family=None; species_name=None; best_match={'db_elas02_fish_addhuman_clean_uniq': 'AC197159'}; taxid_by_db={'db_elas02_fish_addhuman_clean_uniq': 314295}; rank_by_db={'db_elas02_fish_addhuman_clean_uniq': 'superfamily'}; scientific_name=Hominoidea; match_count={'db_elas02_fish_addhuman_clean_uniq': 2}; rank=superfamily; taxid=314295; species=None; order_name=Primates; best_identity={'db_elas02_fish_addhuman_clean_uniq': 0.8362573099415205}; scientific_name_by_db={'db_elas02_fish_addhuman_clean_uniq': 'Hominoidea'}; species_list={'db_elas02_fish_addhuman_clean_uniq': ['Hylobates moloch', 'Pan troglodytes']}; genus_name=None; family_name=None; genus=None; order=9443; "
